image url,microsoft azure labels,gluon labels,google label description,google object detection
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/169940025_4365533226790587_2551280167997649552_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=jgl_vnAcSEEAX_mXgnQ&edm=ABZsPhsAAAAA&ccb=7-4&oh=7014c7b3f6e3a3ed836890616f26145c&oe=6075C393&_nc_sid=4efc9f,"['indoor', 'red']",[],"['Sleeve', 'Automotive lighting', 'Artifact', 'Glass', 'Automotive tire', 'Transparent material', 'Fashion accessory', 'Personal protective equipment', 'Metal', 'Transparency']",['Shorts']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/169708245_784203622199790_5968469956079461915_n.jpg?se=7&tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=tLNi2K_J07gAX9x9wcJ&edm=ALQROFkAAAAA&ccb=7-4&oh=686ce31f8370f2024d4e39c3c10e89ca&oe=6099DF10&_nc_sid=30a2ef&ig_cache_key=MjU0NzY3NDE2MzY2Mzc4MTc5Mg%3D%3D.2-ccb7-4,"['animal', 'lizard', 'dinosaur', 'text', 'reptile']",['knot'],"['Rectangle', 'Textile', 'Sleeve', 'Organism', 'Art', 'Creative arts', 'Font', 'Electric blue', 'Magenta', 'Pattern']",['Animal']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/169895519_500114291150705_4466238098480169219_n.jpg?se=7&tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=PqieKaX909cAX--zC9a&edm=ALQROFkAAAAA&ccb=7-4&oh=a005a700b0a74fc94b8ac2b17ffffa88&oe=60985246&_nc_sid=30a2ef&ig_cache_key=MjU0NjYwODkwOTY3Nzc2NDgxNw%3D%3D.2-ccb7-4,"['animal', 'frog', 'ground', 'lizard', 'outdoor', 'reptile', 'herpetology']",['tailed frog'],"['Plant', 'Amphibian', 'True frog', 'Terrestrial animal', 'Wood', 'Toad', 'Reptile', 'Scaled reptile', 'Serpent', 'Terrestrial plant']",['Frog']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/168922328_270761538045115_8896217544564356161_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=ykushPypWLIAX8nnD0p&edm=ALQROFkAAAAA&ccb=7-4&oh=33278d80a86b7faf1849c14f4af8e79d&oe=60991938&_nc_sid=30a2ef&ig_cache_key=MjU0NjQ5NjM3ODAzMzQ4MzM4MA%3D%3D.2-ccb7-4,"['animal', 'reptile', 'painting', 'aquarium', 'reef', 'lizard', 'frog']","['tailed frog', 'bullfrog']","['True frog', 'True toad', 'Frog', 'Plant', 'Organism', 'Toad', 'Yellow', 'Terrestrial animal', 'Camouflage', 'Amphibian']","['Frog', 'Animal']"
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/169157512_497647661393760_2512643589626037224_n.jpg?se=7&tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=UCA_uxbTka4AX9e-y1A&edm=ALQROFkAAAAA&ccb=7-4&oh=2c49ccd9da6cdb4907bb58dd23cad743&oe=6098632D&_nc_sid=30a2ef&ig_cache_key=MjU0NjQ4NzE3MzQ0OTYwNDM3Nw%3D%3D.2-ccb7-4,"['butterfly', 'outdoor', 'moths and butterflies', 'invertebrate', 'animal', 'rock', 'insect', 'frog', 'stone']","['bullfrog', 'slug', 'tailed frog']","['Pollinator', 'Leaf', 'Insect', 'Butterfly', 'Plant', 'Organism', 'Natural landscape', 'Grass', 'Wood', 'Moths and butterflies']","['Frog', 'Animal']"
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/169584012_5979334868747173_2268455940934499434_n.jpg?se=7&tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=MfRKz8sKZxwAX_6QpgQ&edm=ALQROFkAAAAA&ccb=7-4&oh=10faba10cfa0fc4b887cd6e7f15717d0&oe=60989B31&_nc_sid=30a2ef&ig_cache_key=MjU0NjM3NTc3MTc2MzMzMDAyMw%3D%3D.2-ccb7-4,"['animal', 'lizard', 'reptile', 'turtle', 'crocodile', 'tortoise', 'scaled reptile', 'iguania', 'snake', 'iguanidae', 'iguana', 'sea turtle', 'crocodilia', 'komodo dragon', 'alligator', 'green iguana', 'marine iguana', 'saltwater crocodile', 'nile crocodile', 'amphibian', 'american alligator', 'frog']",['tailed frog'],"['Hair', 'Photograph', 'Eye', 'Reptile', 'Nature', 'Iguania', 'Organism', 'Lizard', 'Scaled reptile', 'Terrestrial animal']",['Frog']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/169002547_941057363376438_5040110752226738449_n.jpg?se=7&tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=uKd0c5-ewTMAX8svx-o&edm=ALQROFkAAAAA&ccb=7-4&oh=ba45ab5271d2b2afbf7d6ab6d4e20a34&oe=6098A235&_nc_sid=30a2ef&ig_cache_key=MjU0NjIxMjM5MzgwOTI5MDM2OQ%3D%3D.2-ccb7-4,"['person', 'animal', 'reptile']","['bullfrog', 'tailed frog']","['True toad', 'True frog', 'Plant', 'Jaw', 'Sleeve', 'Frog', 'Toad', 'Smile', 'Terrestrial animal', 'Happy']","['Person', 'Animal', 'Top']"
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/169084089_241529641038906_4153527680783776877_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=99KAeucVqLYAX-DvMWY&edm=ABZsPhsAAAAA&ccb=7-4&oh=5dbc75e59356276a80c8d7f7222398d3&oe=6099EB2F&_nc_sid=4efc9f,"['animal', 'grass', 'outdoor', 'reptile', 'person', 'lizard', 'snake', 'hand', 'amphibian', 'frog', 'scaled reptile', 'true frog', 'toad', 'true toad']","['tailed frog', 'bullfrog']","['Hand', 'Frog', 'Reptile', 'Organism', 'Toad', 'Finger', 'Adaptation', 'True toad', 'Terrestrial animal', 'Amphibian']",['Frog']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/168670067_351606906278838_8023851860101235501_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=URLxAWcMlkoAX9Qoc15&edm=ABZsPhsAAAAA&ccb=7-4&oh=c21c6cd59e83adeae438a6da4655ea23&oe=609A1890&_nc_sid=4efc9f,"['animal', 'grass', 'water', 'pile', 'frog', 'dirty']","['tailed frog', 'common newt']","['Branch', 'Grass', 'Wood', 'Twig', 'Bedrock', 'Trunk', 'Soil', 'Landscape', 'Water', 'Terrestrial animal']",['Frog']
https://instagram.fcbr1-1.fna.fbcdn.net/v/t51.2885-15/e35/168718449_794272624534193_8199169526289311107_n.jpg?tp=1&_nc_ht=instagram.fcbr1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=2Mi7kx0uSMEAX-T6aKp&edm=ABZsPhsAAAAA&ccb=7-4&oh=9e6753b33db02fd46e6c1b7ef151a274&oe=60985CE6&_nc_sid=4efc9f,"['reptile', 'animal', 'outdoor', 'crocodile', 'marine mammal', 'wooden', 'harbor seal', 'mammal', 'terrestrial animal', 'turtle', 'crocodilia', 'lizard', 'sea lion', 'alligator', 'stone']",['triceratops'],"['Wood', 'Grey', 'Trunk', 'Natural material', 'Art', 'Rock', 'Terrestrial animal', 'Artifact']",['Furniture']
